Sample,total_reads,mapped_reads,percentage_aligned,10_x_pc,median_coverage,mean_coverage,median_insert_size,P25_Ins_size,avg_gc,Uncapped_Reads,Sub_Map_Pct_Aligned,Pct_Q30,sequenced_pool_component_id,search_id,coverage_gte_10_reads,fraction_acgt_bases,num_inserts_in_consensus,num_deletions_in_consensus,consensus_seq_name,assembly_method,timestamp,se_or_pe,seq_run,consensus_s3,trimmed_bam_s3,variants_s3,trimmed_bam_read_count,pi_metric,n_metric,bam_name,bjorn_coverage,bjorn_avg_depth,bjorn_min_coverage,bjorn_max_coverage,bjorn_num_w_zero_coverage,sample_collection_datetime,viral_load,collection_date,location
5.10.23.SBMAY02.R1__NA__NA__230512_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/23,,2023-05-02,South Bay
5.04.23.ENCMAY02.R2__NA__NA__230505_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/23,,2023-05-02,Encina
5.05.23.PLMAY02.R2__NA__NA__230505_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/23,,2023-05-02,Point Loma
5.05.23.PLMAY03.R2__NA__NA__230505_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/03/23,,2023-05-03,Point Loma
5.11.23.ENCMAY05.R2__NA__NA__230512_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/05/23,,2023-05-05,Encina
5.10.23.SBMAY07.R2__NA__NA__230512_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/07/23,,2023-05-07,South Bay
5.10.23.PLMAY07.R2__NA__NA__230512_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/07/23,,2023-05-07,Point Loma
5.10.23.PLMAY08.R1__NA__NA__230512_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/08/23,,2023-05-08,Point Loma
5.17.23.SBMAY09.R2__NA__NA__230519_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/9/23,,2023-05-09,South Bay
5.11.23.ENCMAY09.R2__NA__NA__230512_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/09/23,,2023-05-09,Encina
5.12.23.PLMAY09.R1__NA__NA__230512_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/09/23,,2023-05-09,Point Loma
5.12.23.PLMAY10.R1__NA__NA__230512_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/10/23,,2023-05-10,Point Loma
5.17.23.ENCMAY10.R2__NA__NA__230519_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/10/23,,2023-05-10,Encina
5.17.23.ENCMAY12.R2__NA__NA__230519_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/12/23,,2023-05-12,Encina
5.17.23.PLMAY14.R2__NA__NA__230519_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/23,,2023-05-14,Point Loma
5.17.23.SBMAY14.R1__NA__NA__230519_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/23,,2023-05-14,South Bay
5.17.23.PLMAY15.R1__NA__NA__230519_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/15/23,,2023-05-15,Point Loma
5.19.23.PLMAY16.R2__NA__NA__230519_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/16/23,,2023-05-16,Point Loma
5.19.23.PLMAY17.R1__NA__NA__230519_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/17/23,,2023-05-17,Point Loma
5.24.23.ENCMAY18.R1__NA__NA__230526_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/18/23,,2023-05-18,Encina
5.24.23.SBMAY18.R1__NA__NA__230526_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/18/23,,2023-05-18,South Bay
5.24.23.PLMAY21.R1__NA__NA__230526_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/21/23,,2023-05-21,Point Loma
5.24.23.SBMAY21.R1__NA__NA__230526_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/21/23,,2023-05-21,South Bay
5.24.23.PLMAY22.R1__NA__NA__230526_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/22/23,,2023-05-22,Point Loma
5.26.23.PLMAY23.R2__NA__NA__230526_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/23/23,,2023-05-23,Point Loma
5.24.23.ENCMAY23.R1__NA__NA__230526_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/23/23,,2023-05-23,Encina
5.26.23.PLMAY24.R1__NA__NA__230526_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/24/23,,2023-05-24,Point Loma
5.31.23.SBMAY25.R1__NA__NA__230602_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/25/23,,2023-05-25,South Bay
5.31.23.ENCMAY26.R2__NA__NA__230602_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/26/23,,2023-05-26,Encina
5.31.23.SBMAY28.R1__NA__NA__230602_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/28/23,,2023-05-28,South Bay
5.31.23.PLMAY28.R1__NA__NA__230602_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/28/23,,2023-05-28,Point Loma
5.31.23.PLMAY29.R2__NA__NA__230602_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/29/23,,2023-05-29,Point Loma
5.31.23.ENCMAY30.R1__NA__NA__230602_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/30/23,,2023-05-30,Encina
6.07.23.SBMAY30.R2__NA__NA__230609_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/30/23,,2023-05-30,South Bay
6.02.23.PLMAY30.R2__NA__NA__230602_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/30/23,,2023-05-30,Point Loma
6.07.23.ENCMAY31.R2__NA__NA__230609_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/31/23,,2023-05-31,Encina
6.02.23.PLMAY31.R1__NA__NA__230602_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/31/23,,2023-05-31,Point Loma
6.07.23.PLJUN04.R1__NA__NA__230609_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4/23,,2023-06-04,Point Loma
6.07.23.SBJUN04.R1__NA__NA__230609_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4/23,,2023-06-04,South Bay
6.07.23.PLJUN05.R2__NA__NA__230609_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/5/23,,2023-06-05,Point Loma
6.07.23.ENCJUN06.R2__NA__NA__230609_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/6/23,,2023-06-06,Encina
6.09.23.PLJUN06.R1__NA__NA__230609_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/6/23,,2023-06-06,Point Loma
6.09.23.PLJUN07.R2__NA__NA__230609_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/7/23,,2023-06-07,Point Loma
6.14.23.SBJUN11.R2__NA__NA__230714_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/6/11/23,,2023-06-11,South Bay
6.23.23.SBJUN13.R2__NA__NA__230714_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/13/23,,2023-06-13,South Bay
6.21.23.ENCJUN15.R2__NA__NA__230714_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/15/23,,2023-06-15,Encina
6.23.23.SBJUN15.R2__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/15/23,,2023-06-15,South Bay
6.21.23.ENCJUN16.R2__NA__NA__230714_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/16/23,,2023-06-16,Encina
6.21.23.PLJUN18.R1__NA__NA__230714_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/18/23,,2023-06-18,Point Loma
6.21.23.PLJUN19.R1__NA__NA__230714_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/19/23,,2023-06-19,Point Loma
6.23.23.PLJUN20.R1__NA__NA__230714_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/20/23,,2023-06-20,Point Loma
6.28.23.ENCJUN21.R1__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/21/23,,2023-06-21,Encina
6.23.23.PLJUN21.R2__NA__NA__230714_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/21/23,,2023-06-21,Point Loma
6.28.23.ENCJUN22.R1__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/22/23,,2023-06-22,Encina
6.28.23.PLJUN25.R2__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/25/23,,2023-06-25,Point Loma
6.28.23.PLJUN26.R2__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/26/23,,2023-06-26,Point Loma
7.07.23.SBJUN27.R1__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/23,,2023-06-27,South Bay
6.30.23.PLJUN27.R2__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/23,,2023-06-27,Point Loma
7.07.23.ENCJUN28.R1__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/28/23,,2023-06-28,Encina
6.30.23.PLJUN28.R1__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/28/23,,2023-06-28,Point Loma
7.07.23.SBJUL02.R2__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/02/23,,2023-07-02,South Bay
7.07.23.PLJUL02.R1__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/02/23,,2023-07-02,Point Loma
7.07.23.PLJUL03.R2__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/03/23,,2023-07-03,Point Loma
7.07.23.SBJUL04.R2__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/04/23,,2023-07-04,South Bay
7.10.23.PLJUL04.R1__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/04/23,,2023-07-04,Point Loma
7.10.23.PLJUL05.R1__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/05/23,,2023-07-05,Point Loma
7.07.23.ENCJUL06.R1__NA__NA__230905_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/06/23,,2023-07-06,Encina
7.12.23.SBJUL06.R2__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/06/23,,2023-07-06,South Bay
7.12.23.ENCJUL07.R2__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/07/23,,2023-07-07,Encina
7.13.23.PLJUL09.R1__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/09/23,,2023-07-09,Point Loma
7.12.23.SBJUL09.R2__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/09/23,,2023-07-09,South Bay
7.13.23.PLJUL10.R1__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/10/23,,2023-07-10,Point Loma
7.14.23.PLJUL11.R1__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/11/23,,2023-07-11,Point Loma
7.12.23.ENCJUL11.R1__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/11/23,,2023-07-11,Encina
7.14.23.PLJUL12.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/12/23,,2023-07-12,Point Loma
7.19.23.SBJUL13.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/13/23,,2023-07-13,South Bay
7.19.23.ENCJUL14.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/14/23,,2023-07-14,Encina
7.19.23.PLJUL16.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/16/23,,2023-07-16,Point Loma
7.19.23.SBJUL16.R2__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/16/23,,2023-07-16,South Bay
7.19.23.PLJUL17.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/17/23,,2023-07-17,Point Loma
7.19.23.ENCJUL17.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/17/23,,2023-07-17,Encina
7.26.23.SBJUL18.R2__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/18/23,,2023-07-18,South Bay
7.26.23.PLJUL18.R1__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/18/23,,2023-07-18,Point Loma
9.05.23.PLJUL19.R1__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/19/23,,2023-07-19,Point Loma
7.26.23.ENCJUL20.R1__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/20/23,,2023-07-20,Encina
7.26.23.PLJUL23.R2__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/23,,2023-07-23,Point Loma
7.26.23.SBJUL23.R1__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/23,,2023-07-23,South Bay
7.26.23.PLJUL24.R2__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/24/23,,2023-07-24,Point Loma
7.26.23.ENCJUL25.R2__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/25/23,,2023-07-25,Encina
7.28.23.PLJUL25.R2__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/25/23,,2023-07-25,Point Loma
7.28.23.PLJUL26.R2__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/26/23,,2023-07-26,Point Loma
8.11.23.ENCAUG03.R2.rerun__NA__NA__230926_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/03/23,,2023-08-03,Encina
8.11.23.ENCAUG03.R2__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/23,,2023-08-03,Encina
8.09.23.SBAUG03.R1__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/23,,2023-08-03,South Bay
8.11.23.ENCAUG04.R2__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/4/23,,2023-08-04,Encina
8.11.23.ENCAUG04.R2.rerun__NA__NA__230926_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/04/23,,2023-08-04,Encina
8.09.23.PLAUG06.R2__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/23,,2023-08-06,Point Loma
8.09.23.PLAUG07.R1__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/7/23,,2023-08-07,Point Loma
8.11.23.PLAUG08.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/08/23,,2023-08-08,Point Loma
8.09.23.SBAUG08.R1__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/8/23,,2023-08-08,South Bay
8.11.23.PLAUG09.R2.rerun__NA__NA__230926_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/09/23,,2023-08-09,Point Loma
8.11.23.PLAUG09.R2__NA__NA__230816_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/9/23,,2023-08-09,Point Loma
8.23.23.PLAUG20.R1.rerun__NA__NA__231023_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/20/23,,2023-08-20,Point Loma
8.23.23.PLAUG21.R1.rerun__NA__NA__231023_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/21/23,,2023-08-21,Point Loma
8.25.23.PLAUG22.R2.rerun__NA__NA__231023_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/22/23,,2023-08-22,Point Loma
8.25.23.PLAUG23.R1.rerun__NA__NA__231023_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/23,,2023-08-23,Point Loma
8.30.23.ENCAUG23.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/23,,2023-08-23,Encina
8.30.23.ENCAUG23.R2.rerun__NA__NA__230926_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/23,,2023-08-23,Encina
8.30.23.PLAUG27.R2__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/27/23,,2023-08-27,Point Loma
8.30.23.PLAUG27.R2.rerun__NA__NA__231023_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/27/23,,2023-08-27,Point Loma
8.30.23.SBAUG27.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/27/23,,2023-08-27,South Bay
8.30.23.ENCAUG28.R2__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/28/23,,2023-08-28,Encina
8.30.23.PLAUG28.R2__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/28/23,,2023-08-28,Point Loma
8.30.23.SBAUG29.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/29/23,,2023-08-29,South Bay
9.01.23.PLAUG29.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/29/23,,2023-08-29,Point Loma
9.01.23.PLAUG30.R1__NA__NA__230901_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/30/23,,2023-08-30,Point Loma
9.06.23.ENCAUG30.R1__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/30/23,,2023-08-30,Encina
9.06.23.SBSEP03.R2__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/03/23,,2023-09-03,South Bay
9.06.23.PLSEP03.R2__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/03/23,,2023-09-03,Point Loma
9.06.23.PLSEP04.R2__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/04/23,,2023-09-04,Point Loma
9.06.23.SBSEP05.R2__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/05/23,,2023-09-05,South Bay
9.08.23.PLSEP05.R2__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/05/23,,2023-09-05,Point Loma
9.06.23.ENCSEP05.R1__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/05/23,,2023-09-05,Encina
9.13.23.ENCSEP06.R2__NA__NA__230922_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/06/23,,2023-09-06,Encina
9.08.23.PLSEP06.R1__NA__NA__230911_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/06/23,,2023-09-06,Point Loma
9.13.23.SBSEP07.R1__NA__NA__230922_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/07/23,,2023-09-07,South Bay
9.13.23.PLSEP10.R1__NA__NA__230922_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/10/23,,2023-09-10,Point Loma
9.13.23.PLSEP11.R2__NA__NA__230922_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/11/23,,2023-09-11,Point Loma
9.13.23.SBSEP12.R2__NA__NA__230922_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/12/23,,2023-09-12,South Bay
9.15.23.PLSEP12.R1__NA__NA__230922_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/12/23,,2023-09-12,Point Loma
9.13.23.ENCSEP12.R1__NA__NA__230922_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/12/23,,2023-09-12,Encina
9.15.23.PLSEP13.R2__NA__NA__230922_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/13/23,,2023-09-13,Point Loma
9.20.23.SBSEP14.R1__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/14/23,,2023-09-14,South Bay
9.20.23.ENCSEP15.R1__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/15/23,,2023-09-15,Encina
9.20.23.PLSEP17.R1__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/17/23,,2023-09-17,Point Loma
9.20.23.PLSEP18.R1__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/18/23,,2023-09-18,Point Loma
9.20.23.SBSEP19.R2__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/19/23,,2023-09-19,South Bay
9.22.23.PLSEP19.R1__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/19/23,,2023-09-19,Point Loma
9.20.23.ENCSEP19.R1__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/19/23,,2023-09-19,Encina
9.22.23.PLSEP20.R1__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/23,,2023-09-20,Point Loma
9.27.23.SBSEP21.R2__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/21/23,,2023-09-21,South Bay
9.27.23.ENCSEP21.R2__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/21/23,,2023-09-21,Encina
9.27.23.SBSEP24.R2__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/24/23,,2023-09-24,South Bay
9.27.23.PLSEP24.R2__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/24/23,,2023-09-24,Point Loma
9.27.23.PLSEP25.R1__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/25/23,,2023-09-25,Point Loma
9.27.23.ENCSEP25.R2__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/25/23,,2023-09-25,Encina
9.29.23.PLSEP26.R1__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/26/23,,2023-09-26,Point Loma
9.29.23.PLSEP27.R1__NA__NA__230929_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/27/23,,2023-09-27,Point Loma
10.04.23.ENCSEP27.R2__NA__NA__231006_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/27/23,,2023-09-27,Encina
10.04.23.SBSEP28.R2__NA__NA__231006_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/28/23,,2023-09-28,South Bay
10.04.23.SBOCT01.R1__NA__NA__231006_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/02/23,,2023-10-01,South Bay
10.04.23.PLOCT01.R1__NA__NA__231006_WW__00X.tsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/01/23,,2023-10-01,Point Loma
